Time,Interior Temp,Exterior Temp,Relative Humidity,Air Pressure,Acceleration (X),Acceleration (Z)
8361,-15.77,-6.09,18.65,0.23,0.554,0.998
8362,-14.89,-6.97,18.5,0.23,0.524,1.25
8363,-15.77,-6.09,18.81,0.23,0.554,0.821
8364,-14.01,-6.97,18.18,0.23,0.317,0.821
8365,-14.89,-6.09,18.65,0.23,0.584,0.717
8366,-14.01,-6.09,20.55,0.23,0.599,0.88
8367,-14.89,-6.09,18.5,0.23,0.539,0.954
8368,-14.89,-6.09,18.65,0.23,0.554,1.028
8369,-14.89,-6.09,18.97,0.23,0.761,1.028
8370,-14.89,-6.09,18.5,0.23,0.45,0.85
8371,-15.77,-6.09,18.65,0.23,0.465,0.88
8372,-16.65,-6.97,18.5,0.21,0.569,1.117
8373,-14.01,-2.57,17.08,0.07,0.924,1.176
8374,-7.85,-1.7,17.55,0.2,0.643,1.117
8375,-14.89,-5.21,17.24,0.18,0.776,1.487
8376,-14.01,-5.21,17.87,0.23,0.48,0.747
8377,-14.89,-5.21,18.18,0.23,0.406,0.865
8378,-14.89,-5.21,18.5,0.23,0.48,1.117
8379,-14.01,-5.21,18.65,0.23,0.317,1.147
8380,-14.89,-5.21,18.02,0.23,0.302,0.821
8381,-14.89,-5.21,18.81,0.23,0.436,1.132
8382,-14.01,-5.21,18.02,0.23,0.569,1.132
8383,-14.01,-5.21,18.81,0.23,0.45,1.013
8384,-14.01,-5.21,18.5,0.23,0.51,0.732
8385,-14.01,-5.21,18.5,0.23,0.362,0.85
8386,-15.77,-4.33,18.97,0.23,0.317,0.895
8387,-14.01,-4.33,19.13,0.23,0.391,1.058
8388,-14.89,-4.33,19.29,0.23,0.391,0.895
8389,-14.89,-4.33,18.5,0.23,0.539,0.91
8390,-14.01,-4.33,18.65,0.23,0.569,0.895
8391,-14.01,-4.33,19.29,0.23,0.213,0.939
8392,-14.01,-4.33,18.97,0.23,0.317,0.969
8393,-16.65,-6.09,18.34,0.21,0.539,0.984
8394,-7.85,-0.82,19.13,0.2,0.865,1.295
8395,-14.89,-2.57,16.13,0.23,0.984,1.383
8396,-14.89,-4.33,18.81,0.21,0.687,0.969
8397,-14.01,-4.33,18.18,0.23,0.628,0.939
8398,-14.01,-5.21,20.86,0.23,0.48,1.147
8399,-14.89,-5.21,18.81,0.23,0.421,0.969
8400,-14.01,-5.21,18.97,0.23,0.406,0.998
8401,-14.01,-4.33,18.97,0.23,0.48,0.806
8402,-15.77,-4.33,19.13,0.23,0.761,0.924
8403,-14.89,-4.33,18.81,0.23,0.584,0.91
8404,-14.01,-5.21,19.44,0.23,0.465,0.821
8405,-15.77,-5.21,19.13,0.23,0.362,0.806
8406,-14.89,-5.21,19.13,0.23,0.406,0.998
8407,-14.89,-5.21,18.65,0.23,0.421,0.88
8408,-14.01,-5.21,19.44,0.23,0.421,0.969
8409,-14.01,-5.21,18.65,0.23,0.421,0.88
8410,-14.89,-5.21,18.81,0.23,0.45,1.028
8411,-14.01,-5.21,19.13,0.23,0.599,0.969
8412,-14.89,-5.21,19.44,0.23,0.554,0.924
8413,-14.01,-5.21,18.81,0.23,0.465,1.013
8414,-14.89,-6.97,18.18,0.21,0.628,1.161
8415,-13.13,-2.57,17.24,0.12,0.984,1.191
8416,-14.89,-8.73,16.13,0.23,0.924,1.383
8417,-14.01,-5.21,19.76,0.23,0.362,1.072
8418,-15.77,-5.21,18.97,0.23,0.436,0.88
8419,-14.89,-5.21,19.29,0.23,0.554,1.028
8420,-14.89,-5.21,18.97,0.23,0.391,1.102
8421,-14.01,-5.21,19.44,0.23,0.658,0.91
8422,-14.01,-5.21,18.65,0.23,0.643,1.013
8423,-14.89,-5.21,19.6,0.23,0.436,0.924
8424,-14.01,-5.21,19.29,0.23,0.524,1.161
8425,-14.01,-5.21,19.13,0.23,0.421,1.132
8426,-14.89,-5.21,19.13,0.23,0.332,0.895
8427,-14.01,-5.21,19.29,0.23,0.628,0.895
8428,-14.01,-5.21,18.97,0.23,0.599,0.865
8429,-14.01,-5.21,19.6,0.23,0.273,0.835
8430,-14.01,-5.21,19.6,0.23,0.554,0.732
8431,-14.89,-5.21,19.6,0.23,0.569,0.895
8432,-14.89,-5.21,19.6,0.23,0.524,0.821
8433,-14.89,-5.21,19.29,0.23,0.658,0.85
8434,-14.89,-6.09,19.29,0.21,0.613,1.132
8435,-13.13,-1.7,17.87,0.07,1.013,1.072
8436,-7.85,-1.7,18.5,0.2,0.717,1.487
8437,-14.01,-5.21,18.81,0.18,0.732,1.606
8438,-14.89,-4.33,19.13,0.23,0.347,0.761
8439,-14.01,-4.33,19.29,0.23,0.702,0.91
8440,-14.89,-5.21,18.5,0.23,0.51,0.865
8441,-14.01,-5.21,19.29,0.23,0.643,1.028
8442,-14.89,-5.21,19.6,0.23,0.554,1.072
8443,-14.89,-4.33,19.44,0.23,0.539,1.072
8444,-14.01,-4.33,19.76,0.23,0.539,0.702
8445,-14.01,-4.33,18.81,0.23,0.599,1.102
8446,-14.89,-5.21,19.44,0.23,0.347,0.895
8447,-14.89,-4.33,19.44,0.23,0.495,1.087
8448,-14.89,-4.33,19.6,0.23,0.584,1.028
8449,-14.89,-4.33,19.29,0.23,0.732,1.028
8450,-14.89,-4.33,19.92,0.23,0.732,1.072
8451,-13.13,-4.33,19.29,0.23,0.717,0.658
8452,-14.01,-4.33,18.97,0.23,0.273,0.895
8453,-14.01,-4.33,19.44,0.23,0.347,0.776
8454,-14.89,-4.33,19.6,0.23,0.599,0.821
8455,-14.89,-5.21,18.81,0.21,0.613,1.221
8456,-12.25,0.06,19.6,0.2,0.969,1.398
8457,-14.01,-3.45,17.71,0.2,1.058,1.324
8458,-14.01,-4.33,19.44,0.21,0.613,1.295
8459,-14.01,-4.33,19.76,0.23,0.599,0.998
8460,-14.89,-4.33,19.13,0.21,0.599,0.91
8461,-14.89,-4.33,18.65,0.21,0.569,1.147
8462,-14.89,-4.33,19.29,0.21,0.48,0.821
8463,-14.89,-6.09,19.29,0.21,0.628,0.924
8464,-11.37,-0.82,19.6,0.21,1.117,1.354
8465,-11.37,0.94,18.34,0.2,1.013,1.309
8466,-13.13,-4.33,17.87,0.07,0.821,1.383
8467,-13.13,-4.33,18.81,0.21,0.465,1.132
8468,-14.89,-4.33,19.76,0.21,0.406,1.176
8469,-14.01,-3.45,20.23,0.21,0.347,1.058
8470,-14.89,-3.45,19.6,0.21,0.495,0.939
8471,-13.13,-3.45,19.44,0.21,0.51,0.88
8472,-14.01,-3.45,20.07,0.21,0.51,0.969
8473,-14.01,-3.45,20.07,0.21,0.584,1.028
8474,-14.01,-4.33,19.29,0.21,0.45,1.028
8475,-14.01,-4.33,18.97,0.21,0.584,0.984
8476,-14.01,-4.33,19.76,0.21,0.48,1.028
8477,-14.01,-4.33,20.23,0.21,0.628,0.939
8478,-13.13,-4.33,20.07,0.21,0.599,0.88
8479,-13.13,-4.33,20.23,0.21,0.599,0.88
8480,-14.89,-4.33,19.92,0.21,0.465,0.895
8481,-14.01,-3.45,19.44,0.21,0.436,0.91
8482,-14.01,-3.45,20.23,0.21,0.45,0.939
8483,-13.13,-3.45,19.44,0.21,0.524,1.013
8484,-14.89,-5.21,19.13,0.21,0.687,1.235
8485,-14.01,0.94,20.07,0.2,0.895,1.576
8486,-13.13,-3.45,18.97,0.21,0.85,1.235
8487,-14.89,-3.45,19.92,0.21,0.613,1.072
8488,-14.01,-3.45,19.92,0.21,0.628,1.087
8489,-13.13,-3.45,18.97,0.21,0.495,1.013
8490,-14.89,-3.45,20.23,0.21,0.376,1.147
8491,-13.13,-3.45,20.07,0.21,0.495,0.939
8492,-13.13,-3.45,20.39,0.21,0.51,0.91
8493,-13.13,-3.45,19.6,0.21,0.51,0.998
8494,-14.01,-3.45,19.92,0.21,0.495,0.969
8495,-13.13,-2.57,20.07,0.21,0.717,1.043
8496,-13.13,-2.57,20.23,0.21,0.539,1.058
8497,-13.13,-3.45,19.6,0.21,0.436,1.028
8498,-14.01,-3.45,20.39,0.21,0.628,1.102
8499,-14.01,-3.45,20.55,0.21,0.687,1.087
8500,-14.01,-2.57,20.07,0.21,0.569,0.998
8501,-13.13,-2.57,19.6,0.21,0.524,0.998
8502,-13.13,-3.45,19.76,0.21,0.48,0.865
8503,-14.01,-3.45,19.29,0.21,0.48,1.058
8504,-14.01,-4.33,19.13,0.2,0.436,1.176
8505,-11.37,0.06,18.65,0.05,0.924,1.265
8506,-5.21,0.94,19.92,0.18,0.806,1.472
8507,-14.01,-2.57,19.6,0.27,0.895,1.369
8508,-13.13,-2.57,19.76,0.21,0.495,0.806
8509,-14.01,-2.57,19.6,0.21,0.258,0.954
8510,-14.01,-2.57,20.55,0.21,0.436,1.028
8511,-13.13,-2.57,20.55,0.21,0.48,0.939
8512,-14.01,-2.57,20.23,0.21,0.362,1.028
8513,-14.01,-2.57,20.39,0.21,0.45,1.013
8514,-14.01,-2.57,20.23,0.21,0.554,0.806
8515,-14.01,-2.57,20.23,0.21,0.821,1.087
8516,-14.01,-3.45,20.55,0.21,0.761,1.117
8517,-14.89,-3.45,20.7,0.21,0.406,0.954
8518,-13.13,-3.45,19.92,0.21,0.702,0.865
8519,-13.13,-3.45,20.55,0.21,0.465,1.102
8520,-13.13,-3.45,20.07,0.21,0.554,1.28
8521,-13.13,-3.45,20.55,0.21,0.436,0.821
8522,-13.13,-3.45,20.23,0.21,0.658,0.791
8523,-13.13,-3.45,20.23,0.21,0.465,1.265
8524,-14.01,-3.45,20.23,0.21,0.524,0.954
8525,-14.89,-4.33,19.92,0.2,0.761,1.221
8526,-10.49,0.06,19.13,0.09,0.939,1.295
8527,-16.65,1.82,19.6,0.2,0.643,1.235
8528,-13.13,-3.45,18.5,0.05,0.821,1.295
8529,-13.13,-3.45,20.23,0.21,0.554,0.88
8530,-13.13,-3.45,20.55,0.21,0.436,0.969
8531,-13.13,-3.45,20.86,0.21,0.732,1.132
8532,-14.01,-3.45,20.39,0.21,0.317,0.924
8533,-13.13,-3.45,20.07,0.21,0.658,1.132
8534,-13.13,-3.45,20.55,0.21,0.436,0.954
8535,-13.13,-3.45,20.55,0.21,0.835,0.939
8536,-13.13,-3.45,20.55,0.21,0.332,0.939
8537,-13.13,-3.45,20.23,0.21,0.85,0.91
8538,-13.13,-3.45,20.39,0.21,0.747,0.895
8539,-13.13,-3.45,20.39,0.21,0.969,1.25
8540,-14.01,-3.45,20.23,0.21,0.213,1.058
8541,-13.13,-3.45,20.07,0.21,0.732,0.747
8542,-14.01,-3.45,20.39,0.21,0.717,1.043
8543,-13.13,-3.45,20.23,0.2,0.51,0.673
8544,-14.01,-3.45,20.07,0.21,0.199,1.191
8545,-14.01,-3.45,19.6,0.21,0.628,0.613
8546,-14.01,-5.21,19.29,0.21,0.939,1.043
8547,-12.25,0.94,21.02,0.2,0.998,1.931
8548,-14.01,-3.45,18.97,0.03,1.058,1.709
8549,-14.01,-3.45,19.6,0.21,0.421,0.939
8550,-13.13,-3.45,21.02,0.2,0.599,1.176
8551,-12.25,-3.45,20.07,0.21,0.332,0.91
8552,-13.13,-3.45,20.39,0.21,0.228,1.176
8553,-13.13,-3.45,19.6,0.2,0.391,0.687
8554,-13.13,-3.45,20.86,0.21,0.406,0.791
8555,-13.13,-3.45,21.02,0.21,0.569,1.265
8556,-13.13,-3.45,20.55,0.2,0.717,0.984
8557,-13.13,-3.45,19.6,0.21,0.554,1.206
8558,-14.01,-3.45,21.02,0.21,0.865,0.732
8559,-12.25,-3.45,21.02,0.2,0.391,1.176
8560,-13.13,-3.45,20.55,0.21,0.465,0.421
8561,-14.01,-3.45,21.02,0.2,0.45,1.28
8562,-12.25,-3.45,20.86,0.21,0.821,1.058
8563,-14.01,-3.45,20.23,0.21,0.524,0.835
8564,-13.13,-3.45,20.86,0.21,0.539,0.791
8565,-12.25,-3.45,20.86,0.21,0.347,1.25
8566,-13.13,-3.45,20.86,0.21,0.436,0.924
8567,-14.01,-4.33,19.92,0.2,0.88,0.791
8568,-9.61,0.06,19.13,0.03,0.924,1.147
8569,-14.01,-7.85,18.97,0.18,1.161,1.324
8570,-13.13,-2.57,19.92,0.2,0.421,1.013
8571,-12.25,-2.57,21.18,0.2,0.643,0.91
8572,-12.25,-3.45,20.39,0.2,0.88,1.235
8573,-13.13,-3.45,20.86,0.21,0.421,0.969
8574,-13.13,-2.57,20.7,0.21,0.51,1.25
8575,-12.25,-2.57,20.86,0.21,0.436,1.206
8576,-14.89,-4.33,20.39,0.2,0.747,1.443
8577,-11.37,0.06,19.29,0.07,1.502,0.969
8578,-7.85,0.94,20.55,0.18,1.25,1.176
8579,-13.13,-2.57,19.92,0.14,0.954,1.576
8580,-12.25,-3.45,20.86,0.2,0.391,1.161
8581,-13.13,-3.45,20.55,0.21,0.213,0.865
8582,-12.25,-3.45,20.23,0.2,0.702,1.206
8583,-14.01,-3.45,21.02,0.21,0.465,1.324
8584,-13.13,-3.45,20.86,0.21,0.717,1.191
8585,-12.25,-3.45,21.34,0.21,0.984,0.91
8586,-13.13,-3.45,20.86,0.21,0.554,1.072
8587,-14.01,-3.45,20.86,0.21,0.895,1.087
8588,-13.13,-2.57,20.7,0.21,0.569,0.865
8589,-13.13,-2.57,21.18,0.2,0.569,0.835
8590,-13.13,-2.57,20.86,0.2,0.154,1.25
8591,-12.25,-2.57,21.02,0.2,0.436,1.102
8592,-13.13,-2.57,21.49,0.21,0.51,1.013
8593,-12.25,-2.57,20.86,0.21,0.554,0.998
8594,-14.01,-3.45,20.23,0.2,0.702,1.206
8595,-11.37,1.82,19.6,0.18,1.087,0.969
8596,-5.21,5.34,20.86,0.18,0.658,1.324
8597,-13.13,-1.7,19.6,0.16,0.747,1.65
8598,-13.13,-1.7,21.18,0.21,0.465,1.235
8599,-12.25,-1.7,20.39,0.21,0.48,1.087
8600,-12.25,-1.7,20.86,0.2,0.421,1.058
8601,-12.25,-1.7,21.34,0.2,0.495,1.221
8602,-14.01,-1.7,20.55,0.2,0.243,1.176
8603,-13.13,-1.7,21.65,0.21,0.48,1.472
8604,-13.13,-1.7,20.39,0.2,0.465,1.191
8605,-12.25,-1.7,21.18,0.2,0.554,1.161
8606,-13.13,-1.7,21.49,0.21,0.406,1.235
8607,-12.25,-1.7,20.86,0.2,0.406,0.88
8608,-12.25,-1.7,21.34,0.21,0.643,1.398
8609,-12.25,-1.7,21.34,0.2,0.347,1.235
8610,-12.25,-1.7,20.86,0.2,0.643,1.117
8611,-14.01,-1.7,21.49,0.2,0.747,1.072
8612,-13.13,-1.7,21.34,0.2,0.835,0.998
8613,-12.25,-1.7,21.34,0.21,0.524,1.309
8614,-13.13,-1.7,21.18,0.2,0.317,0.998
8615,-14.89,-3.45,20.23,0.2,0.613,1.309
8616,-12.25,2.7,21.18,0.18,1.043,1.769
8617,-12.25,-1.7,20.55,0.16,0.717,1.487
8618,-13.13,-1.7,21.49,0.2,0.554,1.072
8619,-13.13,-1.7,21.81,0.2,0.673,0.969
8620,-13.13,-0.82,21.49,0.2,0.865,0.984
8621,-12.25,-0.82,21.65,0.2,0.91,1.072
8622,-13.13,-0.82,21.34,0.2,0.673,1.117
8623,-13.13,-0.82,21.02,0.2,0.495,1.147
8624,-12.25,-0.82,21.81,0.2,0.539,0.954
8625,-13.13,-0.82,21.02,0.2,0.539,1.043
8626,-13.13,-0.82,21.34,0.2,0.495,1.235
8627,-12.25,-0.82,21.34,0.21,0.539,1.176
8628,-12.25,-0.82,21.65,0.2,0.391,1.058
8629,-13.13,-0.82,21.49,0.2,0.465,1.058
8630,-13.13,-0.82,22.12,0.2,0.436,1.191
8631,-12.25,-0.82,21.65,0.2,0.732,0.984
8632,-12.25,-0.82,21.65,0.2,0.376,1.087
8633,-11.37,-0.82,21.18,0.2,0.465,1.206
8634,-12.25,-0.82,22.12,0.2,0.673,0.924
8635,-12.25,-0.82,21.34,0.2,0.599,1.161
8636,-14.01,-1.7,21.18,0.18,0.821,1.117
8637,-9.61,2.7,19.92,0.03,1.058,1.206
8638,-13.13,-2.57,18.65,0.18,1.117,1.65
8639,-12.25,-0.82,21.81,0.2,0.821,0.924
8640,-12.25,-0.82,22.12,0.2,0.436,1.487
8641,-12.25,-0.82,22.12,0.2,0.376,0.821
8642,-13.13,-0.82,21.18,0.2,0.406,1.221
8643,-11.37,-0.82,21.97,0.2,0.317,0.806
8644,-13.13,-0.82,21.02,0.2,0.48,0.91
8645,-11.37,-0.82,21.02,0.2,0.421,1.132
8646,-13.13,-0.82,21.49,0.2,0.465,0.88
8647,-11.37,-0.82,21.65,0.2,0.673,0.998
8648,-13.13,-0.82,21.81,0.18,0.717,1.191
8649,-12.25,-0.82,22.28,0.2,0.45,1.102
8650,-13.13,-0.82,21.34,0.2,0.584,1.013
8651,-13.13,-0.82,21.65,0.2,0.421,1.043
8652,-13.13,-0.82,21.49,0.2,0.687,0.88
8653,-12.25,-0.82,21.34,0.2,0.658,0.984
8654,-12.25,-0.82,22.44,0.2,0.495,1.132
8655,-12.25,-0.82,21.81,0.2,0.45,0.85
8656,-13.13,-1.7,20.86,0.18,0.88,1.161
8657,-10.49,2.7,20.55,0.14,0.969,1.132
8658,-5.21,3.58,22.12,0.16,0.835,1.369
8659,-11.37,-0.82,20.86,0.21,0.761,1.576
8660,-11.37,-0.82,22.12,0.2,0.687,0.835
8661,-12.25,-0.82,21.97,0.2,0.702,1.028
8662,-12.25,-0.82,21.65,0.2,0.628,0.91
8663,-12.25,-0.82,21.18,0.2,0.465,1.043
8664,-11.37,-0.82,21.49,0.2,0.613,0.924
8665,-12.25,-0.82,22.12,0.2,0.643,1.147
8666,-11.37,-0.82,22.44,0.2,0.658,1.087
8667,-12.25,-0.82,22.44,0.2,0.643,0.969
8668,-13.13,-0.82,22.28,0.2,0.391,0.939
8669,-12.25,-0.82,22.44,0.2,0.673,1.028
8670,-13.13,-0.82,22.6,0.2,0.539,1.295
8671,-13.13,-0.82,21.81,0.2,0.702,0.984
8672,-12.25,-0.82,22.12,0.2,0.495,0.91
8673,-12.25,-0.82,22.28,0.2,0.495,1.147
8674,-12.25,-1.7,22.28,0.2,0.673,1.087
8675,-12.25,-1.7,22.6,0.2,0.643,1.176
8676,-12.25,-1.7,22.75,0.2,0.495,1.295
8677,-12.25,-2.57,21.65,0.18,0.613,0.954
8678,-8.73,3.58,22.75,0.16,0.91,1.709
8679,-11.37,-4.33,20.55,0.18,0.998,1.458
8680,-12.25,-1.7,21.97,0.16,0.658,1.295
8681,-12.25,-0.82,22.44,0.2,0.524,1.058
8682,-12.25,-0.82,22.12,0.2,0.51,1.206
8683,-13.13,-0.82,21.97,0.2,0.761,1.072
8684,-12.25,-0.82,21.49,0.2,0.613,1.161
8685,-12.25,-0.82,22.12,0.2,0.569,1.117
8686,-11.37,-0.82,22.6,0.2,0.717,0.91
8687,-13.13,-1.7,22.12,0.18,0.613,1.354
8688,-10.49,2.7,20.55,0.03,1.265,1.487
8689,-4.33,2.7,21.02,0.16,0.984,1.295
8690,-12.25,-0.82,22.6,0.18,0.687,1.324
8691,-12.25,-0.82,22.44,0.2,0.673,1.058
8692,-13.13,-0.82,22.91,0.2,0.761,1.072
8693,-13.13,-0.82,22.91,0.2,0.761,1.102
8694,-12.25,-0.82,22.6,0.2,0.421,0.998
8695,-11.37,-0.82,23.07,0.2,0.569,1.028
8696,-11.37,-0.82,23.07,0.2,0.599,1.028
8697,-11.37,-0.82,22.28,0.2,0.806,0.998
8698,-11.37,-0.82,22.12,0.2,0.45,1.013
8699,-11.37,-0.82,22.44,0.2,0.599,1.161
8700,-12.25,-0.82,22.44,0.2,0.761,1.147
8701,-13.13,-0.82,22.12,0.2,0.687,1.191
8702,-12.25,-0.82,22.44,0.2,0.376,1.206
8703,-12.25,-0.82,18.97,0.2,0.421,0.998
8704,-11.37,0.06,22.91,0.16,0.539,1.058
8705,-12.25,0.06,22.91,0.16,0.717,1.191
8706,-12.25,0.06,23.23,0.16,0.51,1.206
8707,-13.13,-1.7,21.49,0.18,0.524,1.25
8708,-9.61,3.58,21.02,0.18,0.895,1.383
8709,-4.33,3.58,21.81,0.16,0.85,1.383
8710,-12.25,0.06,21.65,0.23,0.865,1.309
8711,-12.25,0.06,22.6,0.16,0.421,1.221
8712,-11.37,0.06,23.23,0.2,0.702,0.984
8713,-12.25,0.06,23.38,0.16,0.687,1.028
8714,-11.37,0.06,23.07,0.2,0.628,1.043
8715,-11.37,0.06,22.91,0.2,0.524,1.161
8716,-11.37,0.06,23.23,0.16,0.539,1.161
8717,-11.37,0.06,24.17,0.16,0.687,1.013
8718,-12.25,0.06,23.38,0.16,0.776,1.013
8719,-11.37,0.06,23.38,0.16,0.643,1.087
8720,-11.37,0.06,22.75,0.2,0.421,1.191
8721,-11.37,0.06,22.91,0.16,0.658,0.865
8722,-11.37,0.06,23.23,0.16,0.687,1.013
8723,-11.37,0.06,22.44,0.16,0.362,1.235
8724,-13.13,-1.7,22.28,0.18,0.524,1.28
8725,-10.49,3.58,21.81,-0.01,0.865,1.487
8726,-6.09,2.7,22.75,0.16,0.613,1.354
8727,-12.25,0.06,21.65,0.14,0.924,1.487
8728,-11.37,0.06,23.07,0.16,0.376,1.132
8729,-10.49,0.06,23.07,0.16,0.436,1.072
8730,-10.49,0.06,22.6,0.16,0.584,0.984
8731,-11.37,0.06,23.7,0.16,0.495,0.791
8732,-11.37,0.06,23.54,0.16,0.465,1.087
8733,-11.37,0.06,22.91,0.16,0.599,1.058
8734,-11.37,0.06,23.07,0.16,0.687,1.132
8735,-10.49,0.06,23.38,0.16,0.613,1.161
8736,-11.37,0.06,23.38,0.16,0.702,1.161
8737,-12.25,0.06,23.54,0.16,0.687,0.939
8738,-11.37,0.06,23.7,0.16,0.658,1.028
8739,-11.37,0.06,24.02,0.16,0.584,1.147
8740,-10.49,0.06,22.44,0.16,1.072,1.591
8741,-12.25,0.06,23.38,0.16,0.495,1.102
8742,-11.37,0.06,23.38,0.16,0.673,0.939
8743,-11.37,0.06,23.7,0.16,0.628,1.161
8744,-11.37,0.06,23.7,0.16,0.658,1.161
8745,-13.13,-0.82,23.38,0.18,0.687,1.102
8746,-14.01,5.34,23.23,0.16,1.087,1.606
8747,-12.25,0.94,22.6,0.03,0.732,1.443
8748,-10.49,0.94,24.02,0.16,0.539,0.865
8749,-11.37,0.94,23.7,0.16,0.436,0.761
8750,-11.37,0.94,23.7,0.16,0.569,1.087
8751,-10.49,1.82,23.07,0.2,0.628,1.147
8752,-12.25,1.82,24.02,0.2,0.421,1.013
8753,-10.49,1.82,22.91,0.2,0.421,1.087
8754,-12.25,1.82,23.54,0.18,0.436,0.865
8755,-11.37,1.82,23.7,0.18,0.599,1.013
8756,-11.37,1.82,24.02,0.2,0.687,1.117
8757,-10.49,1.82,22.91,0.2,0.658,1.147
8758,-11.37,1.82,23.54,0.18,0.821,1.147
8759,-11.37,1.82,23.23,0.16,0.45,1.117
8760,-12.25,1.82,23.54,0.2,0.584,1.235
8761,-11.37,1.82,23.07,0.16,0.643,1.472
8762,-10.49,1.82,23.54,0.16,0.554,1.221
8763,-11.37,1.82,24.17,0.2,0.48,0.984
8764,-11.37,1.82,24.17,0.16,0.776,1.25
8765,-13.13,0.94,23.23,0.18,0.835,1.339
8766,-9.61,6.22,22.75,0.18,1.339,1.591
8767,-3.45,5.34,22.91,0.16,1.013,1.502
8768,-11.37,2.7,23.54,0.18,0.658,1.191
8769,-10.49,2.7,23.86,0.18,0.702,1.191
8770,-10.49,2.7,24.02,0.2,0.88,0.91
8771,-10.49,2.7,23.86,0.16,0.88,1.058
8772,-10.49,1.82,23.86,0.18,0.362,0.91
8773,-10.49,2.7,23.07,0.16,0.51,1.087
8774,-11.37,2.7,23.38,0.18,0.584,0.924
8775,-10.49,2.7,24.33,0.16,0.48,1.028
8776,-10.49,2.7,24.17,0.16,0.732,1.013
8777,-11.37,2.7,24.02,0.2,0.732,0.732
8778,-10.49,2.7,23.7,0.16,0.287,1.072
8779,-10.49,2.7,19.76,0.18,0.45,1.176
8780,-11.37,1.82,24.17,0.18,0.45,0.939
8781,-11.37,1.82,24.17,0.18,0.628,0.85
8782,-10.49,1.82,24.33,0.18,0.347,1.176
8783,-10.49,1.82,23.54,0.18,0.524,1.072
8784,-11.37,1.82,23.86,0.18,0.406,0.998
8785,-12.25,0.06,23.86,0.16,0.465,1.413
8786,-9.61,5.34,24.8,0.21,0.761,1.324
8787,-1.7,3.58,23.7,0.16,0.821,1.472
8788,-10.49,1.82,23.54,0.14,0.732,1.62
8789,-10.49,1.82,23.38,0.18,0.702,1.132
8790,-11.37,2.7,24.65,0.16,0.406,1.191
8791,-10.49,2.7,24.17,0.18,0.362,0.939
8792,-10.49,2.7,24.65,0.18,0.45,1.043
8793,-11.37,1.82,23.7,0.16,0.599,1.309
8794,-11.37,2.7,24.02,0.16,0.658,1.013
8795,-10.49,1.82,24.49,0.18,0.569,1.102
8796,-10.49,1.82,24.65,0.18,0.732,1.043
8797,-13.13,0.06,23.7,0.16,0.865,1.221
8798,-6.97,6.22,24.02,0.1,1.369,1.709
8799,-9.61,11.5,23.23,0.16,1.072,1.561
8800,-9.61,1.82,23.07,0.23,0.924,1.665
8801,-10.49,1.82,24.65,0.18,0.539,1.132
8802,-11.37,1.82,26.54,0.16,0.924,1.265
8803,-10.49,1.82,25.12,0.18,0.524,1.383
8804,-10.49,1.82,24.49,0.18,0.924,1.25
8805,-10.49,1.82,23.7,0.16,0.554,0.91
8806,-10.49,1.82,24.8,0.16,0.48,1.058
8807,-10.49,1.82,24.65,0.18,0.51,1.117
8808,-11.37,1.82,24.49,0.18,0.717,1.102
8809,-9.61,1.82,24.33,0.16,0.628,1.369
8810,-10.49,0.94,24.49,0.18,0.524,1.161
8811,-10.49,1.82,24.65,0.18,0.465,0.998
8812,-10.49,1.82,24.65,0.18,0.48,0.984
8813,-10.49,1.82,24.17,0.18,0.717,1.072
8814,-9.61,1.82,24.8,0.16,0.643,1.176
8815,-10.49,1.82,24.8,0.16,0.302,1.161
8816,-10.49,1.82,24.49,0.18,0.406,1.087
8817,-11.37,1.82,25.28,0.18,0.776,0.939
8818,-11.37,0.06,23.38,0.16,0.673,1.28
8819,-7.85,5.34,23.86,0.03,1.043,1.561
8820,-9.61,-0.82,23.38,0.16,0.687,1.176
8821,-10.49,1.82,24.8,0.18,0.643,0.821
8822,-10.49,1.82,24.96,0.18,0.465,1.25
8823,-9.61,1.82,25.12,0.16,0.465,1.443
8824,-10.49,1.82,24.49,0.18,0.495,0.865
8825,-10.49,1.82,24.96,0.18,0.51,0.969
8826,-10.49,1.82,24.49,0.18,0.599,1.043
8827,-9.61,1.82,24.33,0.16,0.658,1.324
8828,-9.61,1.82,24.8,0.16,0.554,0.791
8829,-9.61,1.82,25.28,0.16,0.821,1.235
8830,-9.61,1.82,24.8,0.16,0.673,0.954
8831,-9.61,1.82,24.65,0.16,0.643,1.176
8832,-10.49,1.82,24.65,0.16,0.761,1.309
8833,-10.49,1.82,24.8,0.16,0.717,1.383
8834,-10.49,1.82,24.96,0.18,0.88,1.058
8835,-10.49,1.82,24.96,0.18,0.658,0.924
8836,-10.49,1.82,24.49,0.18,0.687,0.984
8837,-10.49,1.82,25.28,0.18,0.702,1.072
8838,-10.49,0.06,24.17,0.16,0.732,1.546
8839,-6.97,6.22,23.07,-0.01,0.924,1.769
8840,-2.57,12.38,24.65,0.16,0.747,1.517
8841,-10.49,1.82,23.54,0.16,1.339,1.458
8842,-10.49,2.7,25.12,0.16,0.495,1.028
8843,-11.37,2.7,25.43,0.16,0.865,1.295
8844,-9.61,2.7,24.8,0.16,0.406,0.939
8845,-9.61,2.7,25.43,0.16,0.391,1.324
8846,-9.61,2.7,25.59,0.16,0.865,1.013
